Date,Open,High,Low,Close,Adj Close,Volume
2015-08-01,161.699997,161.850006,140.619995,147.889999,121.848297,93728000
2015-09-01,144.910004,149.679993,141.149994,144.970001,120.434021,81813300
2015-10-01,145.309998,153.149994,137.330002,140.080002,116.371643,120475900
2015-11-01,140.500000,142.800003,131.649994,139.419998,115.823364,85437000
2015-12-01,139.580002,141.399994,133.910004,137.619995,115.400429,97680800
2016-01-01,135.600006,136.889999,118.000000,124.790001,104.641907,126233100
2016-02-01,124.400002,134.919998,116.900002,131.029999,109.874435,106715800
2016-03-01,132.240005,153.100006,132.029999,151.449997,128.294724,105746700
2016-04-01,150.509995,153.520004,142.610001,145.940002,123.627121,94482500
2016-05-01,146.559998,153.809998,142.899994,153.740005,130.234619,75249000
2016-06-01,153.000000,155.479996,142.500000,151.779999,131.060806,76973700
2016-07-01,151.779999,163.600006,149.919998,160.619995,138.694046,69425000
2016-08-01,160.649994,164.949997,157.850006,158.880005,137.191589,69706500
2016-09-01,158.320007,165.000000,153.210007,158.850006,138.350357,69937000
2016-10-01,158.059998,158.529999,147.789993,153.690002,133.856232,78327200
2016-11-01,153.500000,164.660004,151.000000,162.220001,141.285431,76338800
2016-12-01,161.949997,169.949997,158.300003,165.990005,145.880447,69470400
2017-01-01,167.000000,179.250000,165.339996,174.520004,153.377060,88764500
2017-02-01,175.000000,182.789993,172.889999,179.820007,158.034958,59820600
2017-03-01,180.479996,182.550003,172.089996,174.139999,154.253174,79477000
2017-04-01,173.820007,176.330002,159.600006,160.289993,141.984848,100052300
2017-05-01,160.050003,160.419998,149.789993,152.630005,135.199646,103329100
2017-06-01,152.800003,157.199997,150.800003,153.830002,137.593719,83977000
2017-07-01,153.580002,156.029999,143.639999,144.669998,129.400513,93293500
2017-08-01,145.000000,145.669998,139.130005,143.029999,127.933624,80246500
2017-09-01,142.979996,147.419998,141.639999,145.080002,131.138336,78296700
2017-10-01,145.350006,162.509995,145.210007,154.059998,139.255371,125345600
2017-11-01,154.100006,154.899994,146.210007,149.119995,134.790100,135079900
2017-12-01,154.399994,157.850006,151.490005,153.419998,140.062988,88788100
2018-01-01,154.500000,171.130005,153.539993,163.699997,149.447983,145086400
2018-02-01,163.190002,164.130005,144.399994,155.830002,142.263168,102364900
2018-03-01,155.529999,162.110001,148.539993,153.429993,141.451233,94316900
2018-04-01,153.339996,162.000000,144.110001,144.960007,133.642532,122745300
2018-05-01,144.649994,146.199997,139.899994,141.309998,130.277466,88812900
2018-06-01,142.429993,147.520004,137.449997,139.699997,130.222900,89801400
2018-07-01,138.279999,150.539993,138.199997,144.929993,135.098114,94954000
2018-08-01,144.759995,147.929993,142.000000,146.479996,136.542938,79195100
2018-09-01,145.979996,153.350006,144.809998,151.210007,142.474899,95867900
2018-10-01,151.710007,154.360001,114.089996,115.430000,108.761826,198093000
2018-11-01,115.500000,125.059998,114.540001,124.269997,117.091148,141718900
2018-12-01,125.669998,126.589996,105.940002,113.669998,108.467590,115604100
2019-01-01,112.010002,135.410004,111.690002,134.419998,128.267914,120387100
2019-02-01,134.970001,140.490005,132.119995,138.130005,131.808121,68461200
2019-03-01,139.309998,142.119995,133.580002,141.100006,136.210953,74687300
2019-04-01,141.509995,145.389999,136.259995,140.270004,135.409698,80197500
2019-05-01,140.550003,141.809998,126.849998,126.989998,122.589836,75536400
2019-06-01,127.099998,140.149994,127.059998,137.899994,134.703110,61341600
2019-07-01,139.600006,151.940002,139.130005,148.240005,144.803421,80129600
2019-08-01,148.899994,152.949997,128.830002,135.529999,132.388062,96062300
2019-09-01,134.850006,146.570007,133.330002,145.419998,143.722488,61812000
2019-10-01,145.589996,147.350006,130.899994,133.729996,132.168945,91419500
2019-11-01,134.500000,139.139999,132.750000,134.449997,132.880539,64772300
2019-12-01,134.449997,136.419998,130.690002,134.039993,134.039993,71853900
2020-01-01,135.000000,145.789993,133.199997,136.770004,136.770004,94233700
2020-01-30,136.759995,136.970001,134.970001,136.770004,136.770004,4417823
