Date,Open,High,Low,Close,Adj Close,Volume
6/1/2012,87.220001,92.309998,83.800003,91.610001,85.427681,50598200
7/1/2012,91.589996,93.169998,86.220001,90.300003,84.343071,36817600
8/1/2012,90.660004,91.120003,86.870003,87.629997,81.849213,36701900
9/1/2012,87.370003,90.919998,83.919998,84.620003,79.037796,57471500
10/1/2012,84.93,94.260002,84.209999,91.989998,86.062004,52323200
11/1/2012,91.540001,93.980003,85.150002,89.529999,83.760529,37721500
12/1/2012,89.980003,95.440002,87.989998,91.720001,85.949112,39662000
1/1/2013,93.459999,103.139999,93.370003,101.449997,95.066917,40850600
2/1/2013,101.889999,107.5,101.449997,105.43,98.796501,40634500
3/1/2013,105.110001,109.660004,95.300003,98.199997,92.021416,57017300
4/1/2013,98.410004,99.529999,90.610001,94.010002,88.209343,52393800
5/1/2013,93.660004,103.050003,91.839996,96.339996,90.395576,59260100
6/1/2013,96.510002,103.470001,94.599998,98.580002,92.497375,49814600
7/1/2013,98.720001,108.980003,97.540001,106,99.612793,71213000
8/1/2013,106.790001,113.339996,106.540001,107.360001,100.890831,38235000
9/1/2013,108.449997,118.309998,106.379997,114.110001,107.234108,44708100
10/1/2013,114.239998,133.839996,111.25,131,123.275932,54868600
11/1/2013,131.770004,140.550003,130.25,138.699997,130.521942,53710900
12/1/2013,139.149994,144.130005,136.270004,143.770004,135.292969,39650000
1/1/2014,142.899994,144.389999,131.080002,133.320007,125.593933,49310800
2/1/2014,132.929993,136.979996,128.169998,133.330002,125.603333,42809000
3/1/2014,132.050003,141.169998,131.300003,132.559998,124.87796,58270900
4/1/2014,133,137.770004,130.639999,136.25,128.494461,41988800
5/1/2014,136.360001,144.850006,135.009995,144.160004,135.954254,34184600
6/1/2014,144.309998,151.889999,138.300003,151.380005,142.763321,41912400
7/1/2014,152,155.309998,146.639999,146.880005,138.718414,26814300
8/1/2014,146.630005,151.070007,145.080002,147.880005,139.662827,21122300
9/1/2014,148.720001,163.839996,148.369995,161.449997,152.478775,39482000
10/1/2014,161,169,148.809998,167.399994,158.304657,47932200
11/1/2014,167.149994,179.789993,165.710007,178.179993,168.498962,26629100
12/1/2014,178.789993,183.509995,163.570007,173.660004,164.224518,48210600
1/1/2015,173.779999,181.490005,168.880005,169.110001,160.100891,37923900
2/1/2015,169.300003,180.050003,168.029999,176.979996,167.551605,28388000
3/1/2015,176.979996,178.600006,163.600006,165.449997,156.63588,36722300
4/1/2015,165.020004,175.300003,164.279999,169.570007,160.721985,37374400
5/1/2015,170,178.789993,168.460007,173.220001,164.181519,23284500
6/1/2015,173.869995,185.190002,169.960007,170.399994,161.508682,40989300
7/1/2015,172.110001,172.600006,162.380005,171.419998,162.698105,30144400
8/1/2015,171.460007,173,130.130005,150.610001,142.94693,38303900
9/1/2015,147.979996,155.630005,140.009995,143.979996,136.654266,49981100
10/1/2015,143.880005,161.699997,141.720001,156.050003,148.359711,35583300
11/1/2015,156.289993,164.940002,156.289993,158.539993,150.727036,29832000
12/1/2015,159.410004,160.669998,140.889999,148.990005,141.647629,52056500
1/1/2016,146.410004,147,119.709999,132.880005,126.546715,48549400
2/1/2016,131.610001,139.529999,122.779999,136.880005,130.356049,40703200
3/1/2016,138.160004,164.839996,137.300003,162.720001,154.964478,46082600
4/1/2016,162.309998,169.300003,160.729996,165.110001,157.51796,25511600
5/1/2016,165.600006,168.179993,156.910004,164.970001,157.384369,28180500
6/1/2016,163.899994,166.5,145,151.779999,144.800873,43382100
7/1/2016,154.470001,163.639999,150,161.899994,154.841568,26803600
8/1/2016,162,169.570007,158.619995,164.929993,157.739502,22906700
9/1/2016,165.5,177.360001,158.199997,174.679993,167.064423,40953100
10/1/2016,173.860001,176.350006,168,174.320007,167.124786,26549200
11/1/2016,174.25,192.580002,170.160004,191.669998,183.758636,32926300
12/1/2016,192,201.570007,185.679993,186.199997,178.514435,43591200
1/1/2017,186.570007,196.419998,184.300003,189.110001,181.674088,30698400
2/1/2017,189.279999,195.570007,183.869995,192.979996,185.391937,27148500
3/1/2017,194.889999,198.600006,184.300003,195.149994,187.476578,46305800
4/1/2017,195.860001,199.169998,182.889999,189.699997,182.619553,34965600
5/1/2017,189.910004,195.940002,186,193.839996,186.605057,27192100
6/1/2017,194.580002,218.360001,193.940002,217.330002,209.218246,41245600
7/1/2017,218.490005,219.990005,206.220001,208.029999,200.74118,27704200
8/1/2017,208.960007,215.149994,203.130005,214.380005,206.868729,22558000
9/1/2017,215.119995,226.339996,209.669998,225.580002,217.676285,30019200
10/1/2017,225.509995,231.350006,217.770004,225.809998,218.409348,24839600
11/1/2017,227,233.889999,214.169998,231.460007,223.874207,26271800
12/1/2017,231.720001,255.110001,226.169998,249.539993,241.361633,37142800
1/1/2018,250.830002,274.660004,250,262.480011,254.409119,36798900
2/1/2018,258.149994,265.670013,226.199997,246.410004,238.833221,38534500
3/1/2018,246.350006,258,228.899994,240.110001,232.726944,45507000
4/1/2018,239.190002,257.470001,231.710007,247.199997,240.09816,31447100
5/1/2018,247.229996,256.299988,236.610001,249.119995,241.962997,28529000
6/1/2018,251.570007,266.670013,222.440002,227.059998,220.536758,43105300
7/1/2018,225.369995,248.619995,225.259995,245.869995,239.43718,32080800
8/1/2018,245.699997,252.289993,238.779999,243.949997,237.567413,25492700
9/1/2018,243.899994,259.25,237.509995,240.789993,234.490097,40372500
10/1/2018,242.479996,243.550003,207.899994,220.339996,215.143173,40076300
11/1/2018,221,231.850006,218.350006,229,223.598923,27046900
12/1/2018,232.660004,234.490005,150.940002,161.330002,157.524933,82428200
1/1/2019,158.520004,179.190002,156.960007,177.570007,173.907562,46269700
2/1/2019,178.300003,187.039993,173.770004,181,177.266815,33895100
3/1/2019,182.020004,185.309998,167.610001,181.410004,177.668335,50445300
4/1/2019,182.270004,199.320007,182.220001,189.460007,186.252686,36377900
5/1/2019,189.729996,190.580002,153.789993,154.279999,151.668228,42533100
6/1/2019,151.160004,169.539993,150.679993,164.190002,161.410461,54976800
7/1/2019,168.020004,178.5,158.690002,170.529999,168.292328,44560100
8/1/2019,170.160004,171.470001,147.820007,158.610001,156.528732,39786800
9/1/2019,155.789993,176.25,142.490005,145.570007,143.659851,73771200
10/1/2019,145.589996,160.389999,137.779999,152.660004,151.254929,57242300
11/1/2019,154.160004,167.589996,151.550003,160.050003,158.576904,39146400
12/1/2019,160.460007,168.369995,146.240005,151.210007,149.818268,83639800
1/1/2020,152.419998,164.5,143.360001,144.639999,143.916412,54891000
