Date,Open,High,Low,Close,Adj Close,Volume
1/1/2013,131.300003,148,129.619995,147.860001,132.804596,98912700
2/1/2013,148.509995,159,146.619995,149.759995,134.511139,92481400
3/1/2013,148.119995,157.190002,144.679993,147.149994,132.615952,82855700
4/1/2013,146.669998,151.449997,137.289993,146.070007,131.64267,81816700
5/1/2013,145.830002,165.830002,140.389999,162.080002,146.071365,89480300
6/1/2013,161.559998,168.199997,148.710007,151.25,136.741791,76021100
7/1/2013,152.779999,167.410004,149.279999,164.029999,148.295929,65295900
8/1/2013,165.740005,169.690002,151.330002,152.130005,137.537354,52123900
9/1/2013,154.479996,170,153.419998,158.210007,143.502457,78759300
10/1/2013,158.860001,163.350006,152.830002,160.860001,145.906113,75131900
11/1/2013,161.029999,170.690002,159.610001,168.940002,153.23497,57399200
12/1/2013,169.880005,177.440002,164.770004,177.259995,161.309479,55718100
1/1/2014,176.949997,181.130005,163.300003,164.119995,149.351898,67649400
2/1/2014,165.149994,167.820007,159.770004,166.449997,151.472183,70386800
3/1/2014,164.220001,175.589996,160.770004,163.850006,149.609528,69380700
4/1/2014,164.759995,167.669998,151.649994,159.820007,145.929764,78693500
5/1/2014,159.800003,163.429993,153.710007,159.809998,145.920609,51072500
6/1/2014,159.779999,171.080002,157.910004,167.440002,153.409058,48294300
7/1/2014,166.350006,177.479996,161.529999,172.869995,158.384033,59886100
8/1/2014,172.380005,179.860001,168.020004,179.110001,164.101135,45996400
9/1/2014,179.259995,188.580002,176.619995,183.570007,168.709,52395400
10/1/2014,183.190002,190,171.259995,189.990005,174.609253,82923700
11/1/2014,190.350006,192.679993,187.550003,188.410004,173.157196,40108300
12/1/2014,188,198.059998,182.399994,193.830002,178.707169,70221600
1/1/2015,195.300003,195.729996,172.320007,172.410004,158.958389,64108200
2/1/2015,172.990005,193.279999,172.259995,189.789993,174.982361,50150200
3/1/2015,190,194.25,182.710007,187.970001,173.84845,50310800
4/1/2015,187.940002,202.869995,186.960007,196.419998,181.66362,55748200
5/1/2015,198.449997,209.679993,194.009995,206.190002,190.699646,46697000
6/1/2015,207.320007,218.770004,205.649994,208.789993,193.706589,57901900
7/1/2015,211.630005,214.610001,203.199997,205.070007,190.255325,51974500
8/1/2015,205.75,207.779999,172.100006,188.600006,174.975082,65679800
9/1/2015,184.240005,191.75,167.490005,173.759995,161.762894,75963800
10/1/2015,174.399994,191.960007,169.869995,187.5,174.55426,68601200
11/1/2015,188.320007,199.899994,186.559998,190.020004,176.900253,50690700
12/1/2015,191.220001,193.839996,172.899994,180.229996,168.360748,65471000
1/1/2016,175.789993,177.5,151.119995,161.559998,150.920303,100189800
2/1/2016,160.410004,161,139.050003,149.529999,139.68251,123724900
3/1/2016,150.949997,158.899994,148.75,156.979996,147.279037,88703100
4/1/2016,156.460007,168.899994,149.369995,164.110001,153.96846,71372200
5/1/2016,165.080002,167.190002,153.740005,159.479996,149.624573,58432900
6/1/2016,157.899994,160.550003,138.199997,148.580002,139.969528,84293800
7/1/2016,148.490005,164.089996,142.619995,158.809998,149.60672,65644400
8/1/2016,158.809998,170.240005,155.369995,169.460007,159.639511,50549000
9/1/2016,170,172.419998,157.770004,161.270004,152.518234,55335600
10/1/2016,160.5,178.850006,160.25,178.240005,168.567337,58811600
11/1/2016,179,220.770004,174.729996,219.289993,207.389648,90417900
12/1/2016,220.929993,245.570007,220.350006,239.449997,227.157562,96096900
1/1/2017,242.699997,247.770004,228.160004,229.320007,217.547546,83814200
2/1/2017,230.509995,252.649994,227.050003,248.059998,235.325531,65167300
3/1/2017,253.710007,255.149994,220.850006,229.720001,218.496658,90305600
4/1/2017,230,232.889999,213.179993,223.800003,212.865906,81431200
5/1/2017,224.899994,228.889999,209.619995,211.259995,200.938538,71757000
6/1/2017,212.610001,228.789993,210.789993,221.899994,211.769272,74347400
7/1/2017,224.460007,230.639999,218,225.330002,215.042664,63113900
8/1/2017,227.089996,235.830002,215.75,223.740005,213.525238,60429700
9/1/2017,224.550003,237.600006,214.639999,237.190002,227.134277,55573100
10/1/2017,237.199997,247.080002,235.190002,242.479996,232.199997,59100600
11/1/2017,243.889999,250.789993,233.550003,247.639999,237.141281,54376000
12/1/2017,249.779999,262.140015,244.009995,254.759995,244.726044,53592500
1/1/2018,257.769989,273.790009,248.839996,267.890015,257.338959,80616900
2/1/2018,266.149994,273.119995,239.289993,262.929993,252.574295,72971300
3/1/2018,262.609985,275.309998,244.369995,251.860001,242.619415,62342400
4/1/2018,251.259995,262.5,237.509995,238.330002,229.585815,76273900
5/1/2018,237.509995,245.880005,224.089996,225.880005,217.592606,63073600
6/1/2018,228.399994,238.229996,219.119995,220.570007,213.228806,60707000
7/1/2018,219.75,239.729996,218.889999,237.429993,229.527634,62274700
8/1/2018,238.5,245.080002,226.570007,237.809998,229.895004,58750500
9/1/2018,237.759995,239.449997,223.800003,224.240005,217.494553,48635800
10/1/2018,226.220001,231.399994,208.399994,225.369995,218.59053,79100600
11/1/2018,225.759995,234.059998,188.119995,190.690002,184.953766,84619000
12/1/2018,194,195.660004,151.699997,167.050003,162.68103,99800200
1/1/2019,164.330002,203.289993,163.350006,198.009995,192.831314,89708600
2/1/2019,198,201.5,188.220001,196.699997,191.555557,49619100
3/1/2019,198.75,206.449997,186.5,191.990005,187.723816,62988100
4/1/2019,194,209.970001,193.610001,205.919998,201.344254,63471300
5/1/2019,206.399994,208.75,182.309998,182.490005,178.434921,51152900
6/1/2019,181.699997,205.839996,180.729996,197.009995,193.500473,45702700
7/1/2019,208,222.240005,203.539993,220.130005,216.208618,51996800
8/1/2019,219.350006,219.949997,193.710007,203.910004,200.277557,43352400
9/1/2019,201.100006,221.5,196.580002,207.229996,204.815826,45995700
10/1/2019,207.009995,219.279999,193.990005,213.380005,210.894196,61684100
11/1/2019,215.259995,224.770004,214.75,221.350006,218.771347,39274100
12/1/2019,220.970001,232.210007,210,229.929993,228.532684,46468200
1/1/2020,231,250.460007,229.490005,237.75,236.305161,70831600
2/1/2020,238.360001,245.770004,194.850006,200.770004,199.549896,61724900
